id,name,brewery_type,address_1,address_2,city,state_province,postal_code,country,phone,website_url,longitude,latitude
,Müllerbräu,,2 Burghauser Straße,,Neuötting,Bayern,84524,Germany,+49 8671 2332,http://www.muellerbraeu.de,12.6909796,48.2400172
,Gundel,,15 Nördlinger Straße,,Kammerstein,Bayern,91126,Germany,+49 9178 1504,http://www.brauerei-gundel.de,10.9280372,49.2744636
,Kohlenmühle,,53 Bamberger Straße,,Neustadt an der Aisch,Bayern,91413,Germany,+49 9161 662270,http://www.kohlenmuehle.de,10.6145628,49.5839028
,Klosterbrauerei Dietl,,20 Baumburg,,Altenmarkt an der Alz,Bayern,83352,Germany,+49 8621 98260,http://www.baumburger.de,12.5311766,47.998781
,Becher-Bräu,,25 St.-Nikolaus-Straße,,Bayreuth,Bayern,95445,Germany,+49 921 68993,http://www.becherbraeu.de,11.5519465,49.9385572
,Schlössle,,3 Schlössleweg,,Neu-Ulm,Bayern,89231,Germany,+49 731 77390,http://www.schloessle.com,10.0202367,48.403188
,Maisel,,1 Andreas-Maisel-Weg,,Bayreuth,Bayern,95445,Germany,+49 921 401234,http://www.maisel.com,11.5670627,49.9455328
,Brauhaus Niederlauer,,6 Brückenauer Straße,,Motten,Bayern,97786,Germany,+49 9748 710,http://www.hausbrauerbier.de,9.771565299999999,50.3953363
,Schattenhofer Bräu,,44 Hauptstraße,,Beilngries,Bayern,92339,Germany,+49 8461 7004370,http://www.schattenhofer.com,11.47227,49.03604
,Nittenau,,4 Wulkersdorfer Straße,,Nittenau,Bayern,93149,Germany,+49 9436 8209,http://www.nittenauer-bier.de,12.2730054,49.1899604
,Schuller,,14 St.-Lorenz-Straße,,Berching,Bayern,92334,Germany,+49 8462 302,http://www.hotel-krone-berching.de,11.4441,49.10499
,Maierbier,,9 Industriestraße,,Nördlingen,Bayern,86720,Germany,+49 9081 6041246,http://www.maierbier.com,10.5073701,48.86273
,Altstadthof,,19 Bergstraße,,Nürnberg,Bayern,90403,Germany,+49 911 2449859,http://www.altstadthof.de,11.0748976,49.4570626
,Hofbrauhaus,,15 Bräuhausstraße,,Berchtesgaden,Bayern,83471,Germany,+49 8652 96640,http://www.hofbrauhaus-berchtesgaden.de,13.00716,47.63447
,Schmid,,24 Weißenhorner Straße,,Roggenburg,Bayern,89297,Germany,+49 7300 303,http://www.brauerei-biberach.de,10.2205288,48.2875902
,Bruderherz,,15 Luitpoldstraße,,Nürnberg,Bayern,90402,Germany,+49 911 2165010,http://www.bruderherz-nuernberg.de,11.0787306,49.44796849999999
,Wurm,,2 Hutgasse,,Pappenheim,Bayern,91788,Germany,+49 9143 837950,,11.03585,48.92842
,Eppelein & Friends,,43 Feldgasse,,Nürnberg,Bayern,90489,Germany,+49 172 8342323,http://www.eppeleinfriends.de,11.0941944,49.459256
,Eller,,10 Brunnenstraße,,Untersiemau,Bayern,96253,Germany,+49 9565 1033,https://www.facebook.com/profile.php?id=100057570364732,10.995102,50.1804914
,Honig Bräu,,200 Frankenstraße,,Nürnberg,Bayern,90461,Germany,,http://www.honig-braeu.de,11.0947853,49.4305623
,Zur Sonne,,2 Regnitzstraße,,Bischberg,Bayern,96120,Germany,+49 951 62571,http://www.sonnenbier.de,10.8322288,49.9108712
,Mr Kennedy,,22 Brunnengäßchen,,Nürnberg,Bayern,90403,Germany,,http://www.mr-kennedy.de,11.0784656,49.4568006
,Adam-Bräu,,53 Bahnhofstraße,,Bodenmais,Bayern,94249,Germany,+49 9924 94000,http://www.adam-braeu.de,13.1022222,49.0697222
,Nürnberger Burgbräu,,2 Hallplatz,,Nürnberg,Bayern,90402,Germany,+49 911 24464433,http://tucher-mautkeller.de/,11.0790935,49.4494178
,Jacob,,2 Ludwigsheide,,Bodenwöhr,Bayern,92439,Germany,+49 9434 94100,http://www.brauerei-jacob.de,12.3050392,49.2711318
,Schanzenbräu,,3 Proeslerstraße,,Nürnberg,Bayern,90431,Germany,+49 911 8100690,http://www.schanzenbraeu.de,11.0031957,49.44843669999999
,Orca Brau,,24 Am Steinacher Kreuz,,Nürnberg,Bayern,90427,Germany,+49 911 30709979,http://www.orcabrau.de,11.0084791,49.5110023
,StreuBräu,,18 Sprottauer Straße,,Nürnberg,Bayern,90475,Germany,+49 911 69947798,http://www.streubraeu.de,11.165589,49.414772
,Brauhaus Binkert,,5 Westring,,Breitengüßbach,Bayern,96149,Germany,+49 9544 9848857,http://www.mainseidla.de,10.8819446,49.9636314
,Tucher Altes Sudhaus,,4 Am Alten Sudhaus,,Nürnberg,Bayern,90409,Germany,+49 911 37677893,http://www.tucher.de,11.0838161,49.46471649999999
,Hümmer Bräu,,22 Bamberger Straße,,Breitengüßbach,Bayern,96149,Germany,+49 9544 20344,http://www.pensionkarin.de,10.8853528,49.96954419999999
,Held-Bräu,,19 Oberailsfeld,,Ahorntal,Bayern,95491,Germany,+49 9242 295,http://www.held-braeu.de,11.35353,49.81245999999999
,Krug-Bräu,,1 Breitenlesau,,Waischenfeld,Bayern,91344,Germany,+49 9202 835,http://www.krug-braeu.de,11.2918161,49.86180479999999
,Ammergauer Maxbräu,,5 Ettaler Straße,,Oberammergau,Bayern,82487,Germany,+49 8822 9487460,http://www.maximilian-oberammergau.de,11.066696,47.5953971
,Dietl,,1 Holzollinger Straße,,Weyarn,Bayern,83629,Germany,+49 8020 282,,11.8328875,47.85580059999999
,1. Altenberger Brauhaus,,18 Zirndorfer Straße,,Oberasbach,Bayern,90522,Germany,+49 911 604237,http://www.altenberger-brauhaus.de,10.9685585,49.4369958
,Wimmer,,1 Bräuberg,,Bruckberg,Bayern,84079,Germany,+49 8765 206,http://www.brauerei-wimmer.de,11.9931769,48.522782
,Schorschbräu,,7 Richard-Stücklen-Straße,,Gunzenhausen,Bayern,91710,Germany,+49 9831 1868,http://www.schorschbraeu.de,10.7410598,49.1097233
,Oberaudorfer Privatbrauerei,,5 Tiroler Straße,,Oberaudorf,Bayern,83080,Germany,+49 8033 9250,http://www.oberaudorfer.de,12.1779421,47.6472738
,Herold,,29 Marktstraße,,Pegnitz,Bayern,91257,Germany,+49 9241 3311,http://www.beckn-bier.de,11.5102068,49.79403490000001
,Berabecka Boandl-Bräu,,36 Hauptstraße,,Aichach,Bayern,86551,Germany,+49 8251 52355,http://www.boandlbraeu.de,11.127037,48.470683
,Brauerei Brauda,,3 Gewerbering,,Seeon-Seebruck,Bayern,83370,Germany,+49 8624 4073300,http://www.camba-bavaria.de/,12.4661335,47.9793527
,Barleys Braukeller,,8 Königstraße,,Kempten (Allgäu),Bayern,87435,Germany,+49 831 20500,http://www.allgaeu-zapf.de,10.3138189,47.7226693
,Schwanenbräu,,1 Kellerberg,,Burgebrach,Bayern,96138,Germany,+49 9546 306,http://www.schwanawirt.de,10.7364989,49.82229419999999
,RS Bräu,,2 Grimoldsrieder Straße,,Walkertshofen,Bayern,86877,Germany,+49 8239 507,http://www.rs-braeu.de,10.592074,48.2263527
,Burghauser Brauwerkstatt,,80 Piracher Straße,,Burghausen,Bayern,84489,Germany,+49 8677 9187220,http://www.burghauser-brauwerkstatt.de,12.8068642,48.1607727
,Pax Bräu,,7 Rathgeberstraße,,Oberelsbach,Bayern,97656,Germany,+49 178 8068958,http://www.pax-braeu.de,10.11762,50.4415802
,Burgholz Bräu,,2 Burgholz,,Hebertsfelden,Bayern,84332,Germany,+49 8726 503,,12.8229495,48.450879
,Betz,,15 Oberglaim,,Ergolding,Bayern,84030,Germany,+49 8784 262,http://www.gasthaus-betz.de,12.1127913,48.6092265
,Günther-Bräu,,27 In der Au,,Burgkunstadt,Bayern,96224,Germany,+49 9572 386650,http://www.guenther-braeu.de,11.24823,50.13639999999999
,Stadlbräu,,19 Kybergstraße,,Oberhaching,Bayern,82041,Germany,+49 89 95447565,http://www.bayerische-brauhaus-consulting.de,11.5913115,48.0258995
,St. Georgen,,12 Marktstraße,,Buttenheim,Bayern,96155,Germany,+49 9545 4460,http://www.kellerbier.de,11.032226,49.8017243
,Ott,,6 Oberleinleiter,,Heiligenstadt in Oberfranken,Bayern,91332,Germany,+49 9198 271,http://www.brauerei-ott.de,11.1295254,49.8827807
,Brauhaus Brandmeier,,59 Hindenburgstraße,,Cadolzburg,Bayern,90556,Germany,+49 9103 7129990,http://www.cadolzburger.de,10.8512624,49.45422199999999
,Canada,,5B Hofmarkstraße,,Aichach,Bayern,86551,Germany,+49 8251 1860,http://www.canada-mauerbach.de,11.18787,48.42966999999999
,Hintereder,,48 Chammünster,,Cham,Bayern,93413,Germany,+49 9971 3625,,12.694225,49.21099599999999
,Berghammer,,55 Donaustraße,,Bad Abbach,Bayern,93077,Germany,+49 9405 962176,http://www.brauerei-berghammer.de,12.0172235,48.9480575
,Brauhaus zu Coburg,,4 Nägleinsgasse,,Coburg,Bayern,96450,Germany,+49 9561 7059192,http://www.brauhaus-coburg.de,10.9638777,50.2589586
,Geyer,,Tanzenhaider Weg,,Oberreichenbach,Bayern,91097,Germany,+49 9104 2802,http://www.brauereigasthof-geyer.de,10.7609669,49.59048809999999
,Müller,,1 Würzburger Straße,,Stegaurach,Bayern,96135,Germany,+49 951 29191,http://www.debringer-bier.de,10.85744,49.85779
,Reitinger,,26 Hauptstraße,,Oberroth,Bayern,89294,Germany,+49 8333 1213,https://www.hotel-ami.com/h-16822-D/brauerei-gasthof-reitinger-in-oberroth.htm,10.1913501,48.17359
,Braustall,,33 Regensburger Straße,,Deuerling,Bayern,93180,Germany,+49 171 1414981,http://www.facebook.com/braustall/,11.9049973,49.0371628
,Dampfbierbrauerei,,8 Bahnhofplatz,,Oberstdorf,Bayern,87561,Germany,+49 8322 8908,http://www.dampfbierbrauerei.de,10.2782337,47.4105875
,Goss,,16 Regensburger Straße,,Deuerling,Bayern,93180,Germany,+49 9498 1512,http://www.brauerei-goss.de/,11.9076069,49.0350368
,Brauhaus Oberstreu,,6 Brückenauer Straße,,Motten,Bayern,97786,Germany,+49 9748 710,http://www.brauhaus-oberstreu.de,9.771565299999999,50.3953363
,Craft Bräu,,12 Mühlstraße,,Dießen am Ammersee,Bayern,86911,Germany,+49 175 1978708,http://www.craft-braeu.com,11.1046228,47.9485435
,Institut Romeis,,21 Schlimpfhofer Straße,,Oberthulba,Bayern,97723,Germany,+49 9736 75160,http://www.institutsbrauerei.de,9.9683553,50.2065518
,Alt,,10 Dorfstraße,,Leutenbach,Bayern,91359,Germany,+49 9199 403,http://www.brauerei-alt.de,11.1728824,49.7108499
,Bio Bräu Wagner,,31-35 Landsberger Straße,,München,Bayern,80339,Germany,+49 89 519940,http://www.hofbrauerei-wagner.de,11.5425211,48.13937
,Wasserburger,,8 Kreuzstraße,,Dingolfing,Bayern,84130,Germany,+49 8731 3943155,http://www.brauerei-wasserburger.de,12.49159,48.64281
,Wichert,,50 Alte Reichsstraße,,Lichtenfels,Bayern,96215,Germany,+49 9571 3317,http://www.brauerei-wichert.de,11.0866032,50.1527875
,Hauf,,28 Heininger Straße,,Dinkelsbühl,Bayern,91550,Germany,+49 9851 57520,http://www.hauf-bier.de,10.34418,49.06744
,Kauzen,,17 Uffenheimer Straße,,Ochsenfurt,Bayern,97199,Germany,+49 9331 87250,http://www.kauzen.de,10.0711964,49.659691
,Stefansbräu,,1 Wilhelmshöhe,,Dinkelsbühl,Bayern,91550,Germany,+49 9851 582393,http://www.dinkelbrauer.de,10.3351237,49.0763876
,Oechsner,,2 Klinge,,Ochsenfurt,Bayern,97199,Germany,+49 9331 87660,http://www.oechsner.de,10.06016,49.66276
,Weib's Brauhaus,,13 Untere Schmiedgasse,,Dinkelsbühl,Bayern,91550,Germany,+49 9851 579490,http://www.weibsbrauhaus.de,10.3169982,49.0702813
,Grosch,,3 Coburger Straße,,Rödental,Bayern,96472,Germany,,http://www.der-grosch.de,11.0266661,50.2877473
,Oettinger,,1 Otto-Kollmar-Straße,,Oettingen in Bayern,Bayern,86732,Germany,+49 9082 7080,http://www.oettinger-bier.de,10.5989037,48.9381829
,Bachmayer,,7 Loh,,Dorfen,Bayern,84405,Germany,+49 8082 442,http://www.brauerei-bachmayer.de,12.2172716,48.2656576
,Reith / Zehetmeier,,2 Schloßbräugasse,,Au in der Hallertau,Bayern,84072,Germany,+49 8752 86320,http://www.auerbier.de/,11.7423778,48.55838610000001
,KellerBräu Dorfen,,2 Jahnstraße,,Dorfen,Bayern,84405,Germany,+49 8081 8143,https://www.instagram.com/kellerbraeu_dorfen/,12.1517057,48.2757604
,Ostheimer Bürgerbräu,,11 Ludwig-Jahn-Straße,,Ostheim vor der Rhön,Bayern,97645,Germany,+49 9777 9265,http://www.ostheimer-buergerbraeu.de,10.2276809,50.4542921
,Eichhorn,,43 Dörfleinser Straße,,Hallstadt,Bayern,96103,Germany,+49 951 75660,http://www.brauerei-eichhorn.de,10.8591572,49.9317242
,Rhönpiraten,,11 Ludwig-Jahn-Straße,,Ostheim vor der Rhön,Bayern,97645,Germany,+49 9777 9265,http://www.rhoenpiraten.de,10.2276809,50.4542921
,Falterbräu,,5 Hofmark,,Drachselsried,Bayern,94256,Germany,+49 9945 943230,http://www.falter-braeu.de,13.0137601,49.1063401
,Streck,,11 Ludwig-Jahn-Straße,,Ostheim vor der Rhön,Bayern,97645,Germany,+49 9777 9265,http://www.streck-bier.de,10.2276809,50.4542921
,Schlossbräu,,1 Hofmark,,Drachselsried,Bayern,94256,Germany,+49 9945 94070,http://www.schlossbraeu.de,13.0134406,49.10568079999999
,Streutaler Brauhaus,,11 Ludwig-Jahn-Straße,,Ostheim vor der Rhön,Bayern,97645,Germany,+49 9777 9265,http://www.facebook.com/StreutalerBrauhaus/,10.2276809,50.4542921
,Meusel-Bräu,,27 Dreuschendorf,,Buttenheim,Bayern,96155,Germany,+49 9545 7424,,11.0588964,49.808165
,Stiagnbräu,,22A Ottersried,,Rohrbach,Bayern,85296,Germany,+49 8442 7596,http://m.facebook.com/pages/Stiangbr%C3%A4u-Undaschria/180559465331490,11.5395656,48.6172608
,Göller,,7 Scheßlitzer Straße,,Memmelsdorf,Bayern,96117,Germany,+49 9505 1745,http://www.goeller-brauerei.de,10.971651,49.94078769999999
,Goldener Löwe,,26 Drügendorf,,Eggolsheim,Bayern,91330,Germany,+49 9545 8583,http://www.brauerei-foerst.de,11.1167625,49.8070265
,Hofmann,,1 Dettendorfer Straße,,Gutenstetten,Bayern,91468,Germany,,http://www.hofmann-bier.de,10.6565412,49.6188969
,Geiger,,1 Eschenbacher Straße,,Schlat,Baden-Württemberg,73114,Germany,+49 7161 9990224,http://www.manufaktur-joerg-geiger.de/,9.7049199,48.6524936
,Andorfer,,2 Rennweg,,Passau,Bayern,94034,Germany,+49 851 754444,http://www.andorfer-weissbraeu.de,13.453345,48.586244
,Apostelbräu,,11 - 13 Eben,,Hauzenberg,Bayern,94051,Germany,+49 8586 2200,http://www.apostelbraeu.de,13.63452,48.6390058
,Hacklberg,,3 Bräuhausplatz,,Passau,Bayern,94034,Germany,+49 851 50150,http://www.hacklberg.de,13.4434237,48.57780899999999
,Ebensfelder Brauhaus,,7 Oberer Kellbachdamm,,Ebensfeld,Bayern,96250,Germany,+49 9573 885,http://www.ebensfelderbrauhaus.de,10.9593065,50.06591239999999
,Bavarian Festbeer Brewery,,6 Brauhausgasse,,Ebermannstadt,Bayern,91320,Germany,,http://www.festbeer-shop.com,11.1872692,49.77948259999999
,Brauer-Vereinigung,,4 Am Buchauer Berg,,Pegnitz,Bayern,91257,Germany,+49 9241 4839937,,11.5420619,49.7581857
,Jura-Bräu,,8 Am Buchauer Berg,,Pegnitz,Bayern,91257,Germany,+49 9241 2019,http://www.jura-braeu.de,11.5429,49.758585
,Plötz Bräu 2,,Bachstr. 10,,Peißenberg,Bavaria,82380,Germany,,http://www.imbierium.de,11.0756776,47.80558550000001
,Ecker Bräu,,1 Eck,,Böbrach,Bayern,94255,Germany,+49 9923 84050,http://www.brauerei-eck.de,13.0307539,49.0516699
,Biermanufaktur Sparifankal,,7 Zechenstraße,,Peiting,Bayern,86971,Germany,+49 171 8097979,http://www.sparifankal.de,10.9442663,47.78497309999999
,Heldrich,,3 Sulzbacher Straße,,Edelsfeld,Bayern,92265,Germany,+49 9665 441,http://www.fc-edelsfeld.de/,11.696092,49.5769402
,Nirschl Bräu,,1 Birkenstraße,,Isen,Bayern,84424,Germany,+49 173 7786104,http://www.nirschlbraeu.wordpress.com,12.0285113,48.16937610000001
,Stöttner,,9 Marktplatz,,Mallersdorf-Pfaffenberg,Bayern,84066,Germany,+49 8772 96080,http://www.stoettner.de,12.2279254,48.76931039999999
,Hofmühl,,10 Hofmühlstraße,,Eichstätt,Bayern,85072,Germany,+49 8421 980820,http://www.hofmuehl.de,11.1681128,48.8936305
,Storchenbräu,,5 Kirchplatz,,Pfaffenhausen,Bayern,87772,Germany,+49 8265 7022,http://www.storchenbraeu.de,10.4552377,48.12041079999999
,Die Hecke,,1 Eitlöd,,Bad Füssing,Bayern,94072,Germany,+49 8531 310730,http://www.die-hecke.de,13.3293568,48.35657699999999
,Eittinger Fischerbräu,,20 Gadener Straße,,Eitting,Bayern,85462,Germany,+49 8122 9598960,http://www.eittinger-fischerbräu.de,11.88766,48.36624
,Urbanus,,4 Hauptplatz,,Pfaffenhofen an der Ilm,Bayern,85276,Germany,+49 8441 5043080,http://www.brauhaus-pfaffenhofen.de,11.5085205,48.5299551
,Fürstliches Brauhaus,,10 Schloßstraße,,Ellingen,Bayern,91792,Germany,+49 9141 9780,http://www.fuerst-carl.de,10.9653098,49.060503
,Pöllinger,,65 Moosburger Straße,,Pfeffenhausen,Bayern,84076,Germany,+49 8782 96060,http://www.brauerei-poellinger.de,11.9654149,48.6577919
,Gabreta Silva / Böhmerwald Brauwerkstatt,,4 Kritzenast,,Waldmünchen,Bayern,93449,Germany,,http://www.gabreta-silva.de,12.6372412,49.3716793
,Leicht,,1 Pferdsfeld,,Ebensfeld,Bayern,96250,Germany,,,10.9914904,50.0800473
,Enzensteiner,,8 Enzenreuth,,Schnaittach,Bayern,91220,Germany,+49 9153 924733,http://www.enzensteiner.de,11.3686238,49.5618371
,Falkenstein,,28 Allgäuer Straße,,Pfronten,Bayern,87459,Germany,+49 8363 960658,http://www.braugasthof-falkenstein.de,10.5602701,47.5838496
,Enzianhütte,,24 Mühlenstraße,,Oberstaufen,Bayern,87534,Germany,+49 8386 661,http://www.enzianhuette-oberstdorf.de,10.0193975,47.5454878
,Waldschatz Bräu,,29 Am Wiesenweg,,Hausen bei Würzburg,Bayern,97262,Germany,,http://www.ines-beerstore.de,10.0026226,49.913917
,Kleines Pleinfelder Brauhaus,,19 Egloffsteiner Straße,,Pretzfeld,Bayern,91362,Germany,+49 9194 725025,http://www.landhotel-sonnenhof.de,11.1756891,49.7559717
,Erdinger Weißbräu,,1+3 Lange Zeile,,Erding,Bayern,85435,Germany,+49 8122 88001801,http://www.erdinger.de,11.9070582,48.3067551
,Riedl,,2 Kirchenstraße,,Plößberg,Bayern,95703,Germany,+49 9636 236,https://www.brauerei-riedl.de/,12.3093475,49.7834475
,Erharting,,6 Hauptstraße,,Erharting,Bayern,84513,Germany,+49 8631 18610,http://www.erhartinger-bier.de,12.57541,48.278236
,Drexler,,3 Bräustraße,,Pösing,Bayern,93483,Germany,+49 9461 2154,,12.5499752,49.2290187
,Steinbach Bräu,,4 Vierzigmannstraße,,Erlangen,Bayern,91054,Germany,+49 9131 895912,http://www.steinbach-braeu.de,11.0050399,49.6029026
,Hufeisen,,36 Hauptstraße,,Pottenstein,Bayern,91278,Germany,+49 9243 260,http://www.hufeisen-braeu.de,11.4104511,49.77111499999999
,Gasthof Erlhof,,9 Laurentiusstraße,,Ursensollen,Bayern,92289,Germany,+49 9628 273,http://www.erlhof-erlheim.de,11.8093544,49.3824875
,Mager,,17 Hauptstraße,,Pottenstein,Bayern,91278,Germany,+49 9243 333,http://www.brauerei-mager.de,11.4084087,49.7709936
,Eschenbacher Wagner Bräu,,12 Eltmanner Straße,,Eltmann,Bayern,97483,Germany,+49 9522 288,http://www.eschenbacher.de,10.7006638,49.9662715
,Kalvarienbergbräu,,3 Hafnerweg,,Marklkofen,Bayern,84163,Germany,+49 1512 2907482,http://www.facebook.com/kalvarienbergbraeu,12.547864,48.5676964
,Bauriedl,,21 Ludwig-Müller-Straße,,Eslarn,Bayern,92693,Germany,+49 9653 274,,12.5218042,49.5781911
,Nikl Bräu,,19 Egloffsteiner Straße,,Pretzfeld,Bayern,91362,Germany,+49 9194 725025,http://www.brauerei-nikl.de,11.1756891,49.7559717
,Schrüfer,,31 Hauptstraße,,Priesendorf,Bayern,96170,Germany,+49 9549 317,,10.7113971,49.9063017
,Schneider,,10 Altmühlgasse,,Essing,Bayern,93343,Germany,+49 9447 91800,http://www.brauereigasthof-schneider.de,11.788359,48.93542
,Kellerbrauerei Prittlbach,,6 Angerstraße,,Hebertshausen,Bayern,85241,Germany,+49 8131 338448,http://www.kellerbrauerei-prittlbach.de,11.44477,48.2865
,Klosterbrauerei,,1 Kaiser-Ludwig-Platz,,Ettal,Bayern,82488,Germany,+49 8822 746450,http://www.ettaler.info,11.0948932,47.5702104
,Pyraser,,26 Pyras,,Thalmässing,Bayern,91177,Germany,+49 9174 47470,http://www.pyraser.de,11.2166155,49.14920859999999
,Klier Bräu,,23a Reuteweg,,Blaichach,Bayern,87544,Germany,+49 8321 608657,http://www.klier-bier.de,10.2490773,47.5420542
,Sterk,,2 Hofmark,,Amberg,Bayern,92224,Germany,+49 9621 914323,http://www.brauerei-sterk.de,11.8962189,49.45828059999999
,Kleinbrauerei Rain,,52 Hauptstraße,,Rain,Bayern,86641,Germany,,http://www.kleinbrauerei-rain.de,10.9156483,48.690323
,Häpfenbräu,,4 Am Bahnhof,,Rammingen,Bayern,86871,Germany,+49 1512 9777903,http://www.braustadel-rammingen.de,10.5650688,48.0641512
,Flugwerk,,2 Sonnenstraße,,Feldkirchen,Bayern,85622,Germany,+49 89 94417718,http://www.flugwerk-feldkirchen.de,11.7353484,48.1478974
,Freilandmuseum,,19 Bahnhofstraße,,Fladungen,Bayern,97650,Germany,+49 9778 91230,http://www.freilandmuseum-fladungen.de,10.1496119,50.520473
,Brauhaus Floß,,4 Graf-Gebhard-Straße,,Floß,Bayern,92685,Germany,+49 9603 6769867,http://www.brauhaus-floss.de,12.2777759,49.72393049999999
,Falter,,15 Am Sand,,Regen,Bayern,94209,Germany,+49 9921 88230,http://www.jb-falter.de,13.1245315,48.9689391
,Airbräu,,München Airport Center - Ebene 03,,Oberding,Bayern,85356,Germany,+49 89 97593111,http://www.airbraeu.de,11.7873402,48.3540889
,Bischofshof,,2 Heitzerstraße,,Regensburg,Bayern,93049,Germany,+49 941 20010,http://www.bischofshof.de,12.0761156,49.0151786
,Brauhaus am Schloss,,6 Waffnergasse,,Regensburg,Bayern,93047,Germany,+49 941 2804330,http://www.brauhaus-am-schloss.com,12.0912231,49.01549139999999
,Greif,,10 Serlbacher Straße,,Forchheim,Bayern,91301,Germany,+49 9191 727920,http://www.brauerei-greif.de,11.0591894,49.7256641
,Kneitinger,,3 Arnulfsplatz,,Regensburg,Bayern,93047,Germany,+49 941 52455,http://www.kneitinger.de,12.0890713,49.0197079
,Hebendanz,,14 Sattlertorstraße,,Forchheim,Bayern,91301,Germany,+49 9191 9790500,http://www.brauerei-hebendanz.de,11.0567992,49.7202231
,Regensburger Weissbräuhaus,,6 Schwarze-Bären-Straße,,Regensburg,Bayern,93047,Germany,+49 941 6003210,http://www.regensburger-weissbrauhaus.de,12.098827,49.017843
,Neder,,10 Sattlertorstraße,,Forchheim,Bayern,91301,Germany,+49 9191 2400,http://www.neder-brauerei.de/,11.0570169,49.7202013
,Spitalbrauerei,,1-3 Am Brückenfuß,,Regensburg,Bayern,93059,Germany,+49 941 83006155,http://www.spitalbrauerei.de,12.0959952,49.0241423
,Gut Forsting,,23 Münchner Straße,,Pfaffing,Bayern,83539,Germany,+49 8094 1011,http://www.brauerei-gut-forsting.de,12.0891,48.08125
,Kommunbräu Rehau,,1 Fabrikstraße,,Rehau,Bayern,95111,Germany,,http://www..kommunbraeu-rehau.de,12.0355156,50.2497598
,Waldschloss-Bräu,,103 Orber Straße,,Frammersbach,Bayern,97833,Germany,+49 9355 97340,http://www.waldschloss-brauerei.de,9.4623087,50.0759811
,Landwehr-Bräu,,31 Reichelshofen,,Steinsfeld,Bayern,91628,Germany,+49 9865 9890,http://www.landwehr-braeu.de,10.21264,49.4400059
,Inselbräu,,28 Frauenchiemsee,,Frauenchiemsee,Bayern,83256,Germany,+49 8054 902088,http://www.inselbraeu-frauenchiemsee.de,12.4255211,47.8741132
,Berger,,3 Öttinger Straße,,Reischach,Bayern,84571,Germany,+49 8670 218,http://www.brauerei-berger.de/,12.7251573,48.2900526
,Hetzel,,11 A Frauendorf,,Bad Staffelstein,Bayern,96231,Germany,+49 9573 6435,http://www.brauerei-hetzel.de/,11.06148,50.07127999999999
,Engelbräu,,17 Burgberger Straße,,Rettenberg,Bayern,87549,Germany,+49 8327 93000,http://www.engelbraeu.de,10.2893706,47.5735158
,Nanni Bräu,,6 Brauhausgasse,,Ebermannstadt,Bayern,91320,Germany,,https://www.facebook.com/NanniBrau,11.1872692,49.77948259999999
,Zötler,,2 Grüntenstraße,,Rettenberg,Bayern,87549,Germany,+49 8327 9210,http://www.zoetler.de,10.2999638,47.5756712
,Weißbräu,,5 Bräuhausstraße,,Freilassing,Bayern,83395,Germany,+49 8654 9725,http://www.weissbraeu-freilassing.de,12.981048,47.84215
,Müller-Bräu,,2 Hauptplatz,,Pfaffenhofen an der Ilm,Bayern,85276,Germany,+49 8441 4009110,http://www.schmausenkeller.de,11.5088026,48.529943
,Bräuhaus Freising,,26 Mainburger Straße,,Freising,Bayern,85356,Germany,+49 8161 6010,http://www.brauhaus-freising.de,11.7467485,48.4060454
,Forschungsbrauerei Weihenstephan,,20 Weihenstephaner Steig,,Freising,Bayern,85354,Germany,,https://www.lbgt.wzw.tum.de/index.php?id=133,11.7251106,48.39532579999999
,Rhanerbräu,,9 Rhan,,Schönthal,Bayern,93488,Germany,+49 9978 80110,http://www.rhaner.de,12.617426,49.3360716
,Weihenstephan,,2 Alte Akademie,,Freising,Bayern,85354,Germany,+49 8161 5360,http://www.weihenstephaner.de,11.7289326,48.3952883
,Tobiasbräu,,11 Ried,,Markt Indersdorf,Bayern,85229,Germany,+49 8136 806719,http://www.tobiasbraeu.de,11.3795185,48.3411421
,Märkl,,16 Hauptstraße,,Freudenberg,Bayern,92272,Germany,+49 9627 260,http://www.freudenberger-bier.de,11.9782006,49.4787662
,Sitter-Bräu,,12 Riedelsbach,,Neureichenau,Bayern,94089,Germany,+49 8583 96040,http://www.gut-riedelsbach.de,13.78764,48.7502
,Fischer,,2 Freudeneck,,Rattelsdorf,Bayern,96179,Germany,+49 9547 488,http://www.hahnerla.de,10.8798398,50.03520959999999
,Riedenburger,,5 Hammerweg,,Riedenburg,Bayern,93339,Germany,+49 9442 99160,http://www.riedenburger.de,11.69002,48.96232999999999
,Lang-Bräu,,2 Langgasse,,Freyung,Bayern,94078,Germany,+49 8551 57760,http://www.lang-braeu-freyung.de,13.5485892,48.80873560000001
,Riemhofer,,45 Austraße,,Riedenburg,Bayern,93339,Germany,+49 9442 91980,http://www.brauerei-riemhofer.de,11.67933,48.96700000000001
,Auerbräu,,80 Münchener Straße,,Rosenheim,Bayern,83022,Germany,+49 8031 18050,http://www.auerbraeu.de,12.1152728,47.8525325
,Flötzinger-Bräu,,7 Herzog-Heinrich-Straße,,Rosenheim,Bayern,83022,Germany,+49 8031 36630,http://www.floetzinger-braeu.de,12.1218899,47.8559652
,Forstquell,,35 Fürnheim,,Wassertrüdingen,Bayern,91717,Germany,+49 9832 9657,http://www.forstquell.de,10.52403,49.02195
